name	Embedding-based	Giggle-legacy
HeLa_S3_Cervical_Carcinoma_Strong_transcription 	 0.875548801080716 	 0.9311887875717663
Aorta_Repressed_PolyComb 	 0.2602607546427771 	 0.814830820448798
Colon_Smooth_Muscle_Enhancers 	 0.896326852253904 	 0.8806548624177803
Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Weak_Repressed_PolyComb 	 0.8129421556387848 	 0.9572489516309741
NHLF_Lung_Fibroblasts_Bivalent_Enhancer 	 0.8130366900858704 	 0.7937967670074827
Small_Intestine_Repressed_PolyComb 	 0.5636018164108052 	 0.7886821875585921
Fetal_Thymus_Heterochromatin 	 0.8406451612903225 	 0.8534930875576037
iPS_20b_Cell_Line_Quiescent_Low 	 0.9557220051141024 	 0.8260039240282402
Fetal_Kidney_ZNF_genes_and_repeats 	 0.8096605072288963 	 0.9454495746289059
NHEK_Epidermal_Keratinocytes_Active_TSS 	 0.6927169792338332 	 0.960806775413517
HUES64_Cell_Line_Strong_transcription 	 0.8696828613241987 	 0.8897653624097394
Fetal_Heart_Flanking_Bivalent_TSS_Enh 	 0.8675399237709268 	 0.9168154259339669
A549_EtOH_0.02pct_Lung_Carcinoma_Flanking_Active_TSS 	 0.6593316083990403 	 0.8938041341197726
H9_Derived_Neuronal_Progenitor_Cultured_Cells_Repressed_PolyComb 	 0.6783667851083581 	 0.825769528016719
ES_WA7_Cell_Line_Bivalent_Poised_TSS 	 0.7961636191119474 	 0.8820700857175021
CD34_Primary_Cells_Strong_transcription 	 0.8332185804270171 	 0.8267185667930085
Rectal_Mucosa.Donor_31_Flanking_Active_TSS 	 0.7008729930078245 	 0.9677715127153329
iPS_18_Cell_Line_Bivalent_Poised_TSS 	 0.7178840803460864 	 0.8778284363390746
iPS_15b_Cell_Line_Enhancers 	 0.8986949389684952 	 0.9139206510027179
Stomach_Smooth_Muscle_Bivalent_Enhancer 	 0.9001986137244495 	 0.9038894517617921
Adult_Liver_Heterochromatin 	 0.9094659140251845 	 0.9129356234219456
HUVEC_Umbilical_Vein_Endothelial_Cells_Weak_Repressed_PolyComb 	 0.8461264079241607 	 0.9541850159827688
Adult_Liver_Flanking_Bivalent_TSS_Enh 	 0.8861830784323186 	 0.9156092697126131
Stomach_Smooth_Muscle_ZNF_genes_and_repeats 	 0.8552250687509046 	 0.9441107412232033
iPS_DF_6.9_Cell_Line_Strong_transcription 	 0.849656647528988 	 0.9392217880059825
K562_Leukemia_Heterochromatin 	 0.897943101590518 	 0.8757779707627732
Fetal_Heart_Strong_transcription 	 0.6361589553078915 	 0.9505676975281838
CD14_Primary_Cells_Strong_transcription 	 0.852028754764317 	 0.8831556263167205
Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_Genic_enhancers 	 0.8328910760521703 	 0.9097875556842122
GM12878_Lymphoblastoid_Weak_Repressed_PolyComb 	 0.8300133075413975 	 0.9558541749552986
CD15_Primary_Cells_Active_TSS 	 0.7481742144663492 	 0.9547452131721794
Ovary_Bivalent_Enhancer 	 0.8708327302552227 	 0.88358582203567
H1_Derived_Neuronal_Progenitor_Cultured_Cells_Genic_enhancers 	 0.6471269358807352 	 0.8873289268426047
Neurosphere_Cultured_Cells_Cortex_Derived_Weak_transcription 	 0.9419798652321448 	 0.9104147569193162
iPS_18_Cell_Line_Flanking_Active_TSS 	 0.6897010604875773 	 0.9669643714587535
Fetal_Adrenal_Gland_Flanking_Active_TSS 	 0.699260997013806 	 0.9694543908027055
H1_Derived_Mesenchymal_Stem_Cells_Flanking_Active_TSS 	 0.6780352398329926 	 0.9260745496700553
Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Quiescent_Low 	 0.9414933822228655 	 0.8365979961724642
Psoas_Muscle_Repressed_PolyComb 	 0.3624155702807388 	 0.7562502000704248
Spleen_Active_TSS 	 0.741557028073882 	 0.9593502627210493
Fetal_Kidney_Bivalent_Poised_TSS 	 0.671957671957672 	 0.894340715009408
K562_Leukemia_Quiescent_Low 	 0.9509617085604928 	 0.7725993470674322
NHEK_Epidermal_Keratinocytes_Heterochromatin 	 0.8958041845579839 	 0.8784395554912272
Colonic_Mucosa_Active_TSS 	 0.7267701087925806 	 0.9656061790893251
CD4pp_CD25pp_CD127__Treg_Primary_Cells_Flanking_Bivalent_TSS_Enh 	 0.7570077676460655 	 0.8941195863688265
HeLa_S3_Cervical_Carcinoma_Enhancers 	 0.8975289879545199 	 0.9183512648558241
Adult_Liver_Repressed_PolyComb 	 0.4901771137726194 	 0.823233778289958
Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_Enhancers 	 0.898023512005275 	 0.9049790128817484
Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Enhancers 	 0.8940834016821859 	 0.9230713562020553
Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Active_TSS 	 0.7207450549450549 	 0.922076923076923
HeLa_S3_Cervical_Carcinoma_Heterochromatin 	 0.8538259275341342 	 0.8877229378749135
Rectal_Smooth_Muscle_Flanking_Active_TSS 	 0.7024689833678598 	 0.9628783617547663
CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Repressed_PolyComb 	 0.5106003027351342 	 0.7687894710366621
HepG2_Hepatocellular_Carcinoma_Weak_Repressed_PolyComb 	 0.8471942123627517 	 0.9574364462004912
Mobilized_CD34_Primary_Cells_Female_Genic_enhancers 	 0.7801993292067734 	 0.819417555149565
Small_Intestine_Bivalent_Poised_TSS 	 0.8782224473713836 	 0.9053448802688924
H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Flanking_Bivalent_TSS_Enh 	 0.8792235570351072 	 0.9040824367572088
Left_Ventricle_Flanking_Active_TSS 	 0.6788057967833249 	 0.9475060935735093
Breast_Myoepithelial_Cells_Flanking_Active_TSS 	 0.6988471370493843 	 0.9481417458945549
Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Flanking_Bivalent_TSS_Enh 	 0.8728791753107863 	 0.9069329859603416
ES_WA7_Cell_Line_Flanking_Active_TSS 	 0.6823178901830587 	 0.944295820700315
CD14_Primary_Cells_Transcr_at_gene_5_and_3 	 0.8028979913478393 	 0.9253992377092681
iPS_20b_Cell_Line_Transcr_at_gene_5_and_3 	 0.7881949470095366 	 0.9300228365577909
Fetal_Heart_Quiescent_Low 	 0.9531528923626188 	 0.7574580659687042
Esophagus_Flanking_Bivalent_TSS_Enh 	 0.8984898924108651 	 0.9157379263762242
Mobilized_CD34_Primary_Cells_Female_Weak_transcription 	 0.8660663158181768 	 0.8482909770130613
H1_Cell_Line_Strong_transcription 	 0.8925716858847558 	 0.905147874752738
CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Quiescent_Low 	 0.9500771939981666 	 0.7628294816744665
Brain_Anterior_Caudate_Bivalent_Poised_TSS 	 0.8246490085395861 	 0.8697230665315772
Brain_Germinal_Matrix_Flanking_Bivalent_TSS_Enh 	 0.8350179315224908 	 0.8968253968253969
Small_Intestine_Strong_transcription 	 0.772892845081295 	 0.9527186761229315
Fetal_Heart_Flanking_Active_TSS 	 0.6969904835073375 	 0.9612046297439556
CD34_Cultured_Cells_Bivalent_Enhancer 	 0.8832440777729531 	 0.8556190797832135
Colon_Smooth_Muscle_Strong_transcription 	 0.8900950451102427 	 0.9314259982952993
CD14_Primary_Cells_Enhancers 	 0.7888261687653785 	 0.8279860407519982
Right_Ventricle_Active_TSS 	 0.6831982000521326 	 0.9495456686467922
A549_EtOH_0.02pct_Lung_Carcinoma_Transcr_at_gene_5_and_3 	 0.7236248357799737 	 0.8300647994770346
Fetal_Brain_Female_Bivalent_Enhancer 	 0.8928893070230456 	 0.8916509866357891
Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Transcr_at_gene_5_and_3 	 0.7298692526656052 	 0.9244302922114472
H9_Derived_Neuronal_Progenitor_Cultured_Cells_Strong_transcription 	 0.8580313922259211 	 0.8825404866438301
Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Heterochromatin 	 0.8181116418198485 	 0.8704909859925057
Mobilized_CD34_Primary_Cells_Female_Bivalent_Enhancer 	 0.8207161944754997 	 0.7891125623755897
H1_Derived_Neuronal_Progenitor_Cultured_Cells_ZNF_genes_and_repeats 	 0.6457921229957704 	 0.9395836348723887
Fetal_Heart_Genic_enhancers 	 0.8277689326321545 	 0.9147609398369276
Fetal_Brain_Male_Weak_Repressed_PolyComb 	 0.839886497189868 	 0.9572146538438673
Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_ZNF_genes_and_repeats 	 0.8338238368633506 	 0.9385905662501407
CD3_Primary_Cells_Peripheral_UW_Genic_enhancers 	 0.7552910052910053 	 0.8960936620511089
CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Repressed_PolyComb 	 0.5506441124418653 	 0.7935707654808779
HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Flanking_Bivalent_TSS_Enh 	 0.8948754442675415 	 0.9143910519290459
HepG2_Hepatocellular_Carcinoma_Strong_transcription 	 0.9039939853009762 	 0.9051679773564272
Duodenum_Mucosa_Quiescent_Low 	 0.9515527251089562 	 0.7930396744986411
ES_I3_Cell_Line_Bivalent_Poised_TSS 	 0.5726146250462361 	 0.8729555652048053
HSMM_Skeletal_Muscle_Myoblasts_Weak_Repressed_PolyComb 	 0.8347578347578348 	 0.9654415497112127
iPS_18_Cell_Line_Flanking_Bivalent_TSS_Enh 	 0.787611971502549 	 0.8882255029671443
Duodenum_Mucosa_Weak_transcription 	 0.9341036651067046 	 0.9250012061562214
NH_A_Astrocytes_Quiescent_Low 	 0.951737669062897 	 0.7535139351248774
CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Flanking_Active_TSS 	 0.6970453599667084 	 0.9677097766985407
H1_Derived_Neuronal_Progenitor_Cultured_Cells_Transcr_at_gene_5_and_3 	 0.7135057332625722 	 0.9353821907013397
Sigmoid_Colon_Repressed_PolyComb 	 0.4411610029587558 	 0.7757404892236353
Esophagus_Flanking_Active_TSS 	 0.6778637508974588 	 0.938924787239394
Placenta_Amnion_Bivalent_Enhancer 	 0.8242670590694907 	 0.8564633891381612
Small_Intestine_Genic_enhancers 	 0.6676918994548173 	 0.9112791688779531
Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Strong_transcription 	 0.869413486434763 	 0.9245308052298934
Peripheral_Blood_Mononuclear_Primary_Cells_Enhancers 	 0.7815369646676638 	 0.8181679291101783
Sigmoid_Colon_Genic_enhancers 	 0.7922275293095962 	 0.8939587655393126
Esophagus_Strong_transcription 	 0.843079075601872 	 0.9348836461298468
Right_Atrium_Bivalent_Enhancer 	 0.8929254917096863 	 0.8681590839645551
Muscle_Satellite_Cultured_Cells_Weak_Repressed_PolyComb 	 0.849524175366872 	 0.9582458739762111
Brain_Substantia_Nigra_Repressed_PolyComb 	 0.5044861505535663 	 0.8082273531711734
Stomach_Smooth_Muscle_Bivalent_Poised_TSS 	 0.8046871230761808 	 0.8941356684517778
Skeletal_Muscle_Female_Strong_transcription 	 0.8907302873868224 	 0.9076687412553675
Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Weak_Repressed_PolyComb 	 0.8407713800972227 	 0.962674861551266
CD34_Cultured_Cells_Enhancers 	 0.8742943986105081 	 0.8974445570190251
Small_Intestine_Transcr_at_gene_5_and_3 	 0.8237202682491436 	 0.9435639504028561
Skeletal_Muscle_Male_Repressed_PolyComb 	 0.66283674710641 	 0.8969305767058576
NHLF_Lung_Fibroblasts_Flanking_Bivalent_TSS_Enh 	 0.8075246092039374 	 0.8276974924315987
Fetal_Kidney_Genic_enhancers 	 0.7440657113909394 	 0.9042110934208198
Lung_Repressed_PolyComb 	 0.37061970921368337 	 0.7984626829677045
CD4_Naive_Primary_Cells_Flanking_Bivalent_TSS_Enh 	 0.8759227095093356 	 0.9236663932712565
Fetal_Thymus_Repressed_PolyComb 	 0.6591450549450549 	 0.7619868131868132
Rectal_Smooth_Muscle_Quiescent_Low 	 0.9505717180489217 	 0.7285786655087567
HUVEC_Umbilical_Vein_Endothelial_Cells_Enhancers 	 0.8779852366478507 	 0.8748371689101172
Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Repressed_PolyComb 	 0.6884461538461538 	 0.8631032967032967
HSMM_Skeletal_Muscle_Myoblasts_Flanking_Active_TSS 	 0.699661137863385 	 0.9627411706063391
Fetal_Heart_Bivalent_Poised_TSS 	 0.7055370611601615 	 0.8726299030250398
Adult_Liver_ZNF_genes_and_repeats 	 0.8473207249802994 	 0.9411636995223621
Sigmoid_Colon_Weak_Repressed_PolyComb 	 0.8132554087610268 	 0.9647876052370434
Neurosphere_Cultured_Cells_Cortex_Derived_Quiescent_Low 	 0.9487464016339396 	 0.8008314436885866
Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Bivalent_Poised_TSS 	 0.8815956642704363 	 0.9080748138498899
H1_Cell_Line_Repressed_PolyComb 	 0.5326697854787743 	 0.8485386856173374
Skeletal_Muscle_Female_Enhancers 	 0.8939547450185747 	 0.8973721876457439
Right_Atrium_Transcr_at_gene_5_and_3 	 0.6931015905180039 	 0.6459288207008571
H1_Cell_Line_Flanking_Bivalent_TSS_Enh 	 0.8627434425306766 	 0.8997845000884515
CD14_Primary_Cells_Weak_transcription 	 0.9265450861195542 	 0.933597079493736
Adult_Liver_Weak_Repressed_PolyComb 	 0.8089979101215057 	 0.9681304962203838
Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Weak_Repressed_PolyComb 	 0.8380115514946975 	 0.9635826096500254
Muscle_Satellite_Cultured_Cells_Strong_transcription 	 0.8974606391019765 	 0.9166907897910938
Brain_Mid_Frontal_Lobe_Enhancers 	 0.8621805696273781 	 0.8815393769801064
CD4pp_CD25pp_CD127__Treg_Primary_Cells_Quiescent_Low 	 0.9528634148694939 	 0.7739502420353485
Rectal_Mucosa.Donor_29_Transcr_at_gene_5_and_3 	 0.8595672311477782 	 0.9319607275534327
Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Flanking_Bivalent_TSS_Enh 	 0.765583538379891 	 0.88849487785658
NH_A_Astrocytes_Active_TSS 	 0.7216780306667947 	 0.9568053669177264
Adipose_Nuclei_Weak_transcription 	 0.9287242083594667 	 0.9228542480822116
Brain_Cingulate_Gyrus_Quiescent_Low 	 0.9502822405557968 	 0.7830768241102588
H1_Cell_Line_Genic_enhancers 	 0.8118155063443817 	 0.8954543992537913
CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Enhancers 	 0.8851699072063813 	 0.8497410784644828
Mobilized_CD34_Primary_Cells_Male_Repressed_PolyComb 	 0.7041578096020461 	 0.8789073416949669
Fetal_Intestine_Large_Strong_transcription 	 0.8888004374326562 	 0.8934200157604413
iPS_DF_19.11_Cell_Line_Flanking_Active_TSS 	 0.6791670668075163 	 0.932360190787157
HUES64_Cell_Line_Weak_transcription 	 0.9393021984207395 	 0.9346584969685273
H9_Derived_Neuron_Cultured_Cells_Weak_Repressed_PolyComb 	 0.8479967805810502 	 0.9584882450050989
CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Weak_Repressed_PolyComb 	 0.8423307861510109 	 0.961687085282591
Rectal_Smooth_Muscle_Enhancers 	 0.8980034094015857 	 0.9012158054711246
CD8_Naive_Primary_Cells_Enhancers 	 0.8769519628182242 	 0.7487817822164327
CD14_Primary_Cells_Weak_Repressed_PolyComb 	 0.8259661686627979 	 0.9540729765448867
Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_Weak_Repressed_PolyComb 	 0.850162114207058 	 0.9652289034311506
NH_A_Astrocytes_Bivalent_Poised_TSS 	 0.8790064489152635 	 0.8992296682266288
Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Flanking_Bivalent_TSS_Enh 	 0.759267300300735 	 0.8901875170872131
NHDF_Ad_Adult_Dermal_Fibroblasts_Quiescent_Low 	 0.9543268844180698 	 0.7796111352342355
Fetal_Thymus_Flanking_Bivalent_TSS_Enh 	 0.817415668202765 	 0.8489216589861751
Brain_Hippocampus_Middle_Genic_enhancers 	 0.8541757128383268 	 0.9099845612003666
Fetal_Placenta_Quiescent_Low 	 0.9433749859281774 	 0.8008435052508001
Brain_Inferior_Temporal_Lobe_Bivalent_Enhancer 	 0.8992417297888422 	 0.8912851192486451
Pancreatic_Islets_Strong_transcription 	 0.7587365915633393 	 0.9513557195928016
Fetal_Muscle_Leg_Flanking_Bivalent_TSS_Enh 	 0.7725671829015294 	 0.8866574998793844
iPS_DF_19.11_Cell_Line_Weak_Repressed_PolyComb 	 0.7308492589391467 	 0.9570751761762998
Skeletal_Muscle_Female_Transcr_at_gene_5_and_3 	 0.8590807481384989 	 0.9266657017416896
Left_Ventricle_Flanking_Bivalent_TSS_Enh 	 0.9030129782409417 	 0.9099684791174153
H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Repressed_PolyComb 	 0.6378473794204131 	 0.7599863723459229
Fetal_Lung_Enhancers 	 0.804268768683003 	 0.7964496740986146
Colonic_Mucosa_Heterochromatin 	 0.8731244270757949 	 0.9076124539650375
hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Strong_transcription 	 0.8951166755118123 	 0.9179291101783503
ES_I3_Cell_Line_ZNF_genes_and_repeats 	 0.8621886106688539 	 0.9408782425499751
CD8_Naive_Primary_Cells_Weak_Repressed_PolyComb 	 0.8345543345543346 	 0.9612960905095737
